Temperature,EC,PH,Salinity,DO
22.8,0.23,8.32,0.15,8.7
19.8,0.33,8.42,0.21,9.8
24.5,0.38,8.31,0.24,9
19.9,0.29,8.14,0.19,9
20.4,0.22,8.4,0.14,9.6
24.4,0.27,8.8,0.17,9.3
26.1,0.27,6.92,0.17,6.6
27,0.29,8.14,0.18,7.9
21,0.26,4.3,0.17,8.7
25.2,0.39,7.8,0.25,5.6
25.7,0.26,7.4,0.17,9.4
18.9,0.11,8.2,0.07,9.6
23.8,0.22,8.1,0.14,8.9
17.7,0.37,8.2,0.24,9.1
22.7,0.47,8.5,0.3,10
20.2,0.42,8.1,0.27,9.3
21.1,0.47,8.4,0.3,9.1
22.3,0.22,8.2,0.14,8.8
23.1,0.42,8.4,0.27,9
14.8,0.16,8.2,0.1,9.7
24.1,0.27,8.6,0.17,9.5
19.9,0.27,8.3,0.17,8.8
19,0.16,8.1,0.1,9.8
23.4,0.41,8.4,0.26,10
19.3,0.47,8.3,0.3,9.2
26.4,0.21,7.6,0.14,8.6
20.9,0.16,8.4,0.1,9.5
17.7,0.37,8.5,0.23,9.8
25.9,0.19,6.6,0.12,6.8
27.3,0.42,8,0.27,8.1
13.9,0.26,8.2,0.17,9.9
20.7,0.32,8.2,0.21,9
26.1,0.21,7.9,0.14,8.9
20.7,0.44,8.33,0.28,9.1
24.9,0.25,8.26,0.16,8.8
25.6,0.3,7.28,0.19,2.8
16.4,0.35,8.28,0.23,10
19.1,0.37,8.19,0.24,9.1
20.5,0.22,8.5,0.14,9.5
18.6,0.36,8.3,0.23,10
26.4,0.42,7.8,0.27,6.4
27.1,0.42,8.3,0.27,7.7
26.3,0.42,8.1,0.27,7.9
22,0.21,8.5,0.14,9.5
22.3,0.17,8.1,0.11,8.8
24,0.22,8.3,0.14,8.7
18.4,0.47,8.1,0.3,9.4
20.9,0.37,8.2,0.24,9.1
20,0.21,8.08,0.14,8.9
27.4,0.47,8.12,0.3,7.7
26.2,0.11,7.26,0.07,8.6
25.6,0.17,7.42,0.11,9.3
23.9,0.21,4.33,0.13,8.6
21.7,0.33,8.31,0.21,8.9
17.3,0.13,8.02,0.08,9.8
21.4,0.47,8.4,0.3,9.1
24,0.15,8.06,0.1,8.8
20.6,0.46,8.28,0.3,9.2
18.8,0.46,8.37,0.29,9.1
27.1,0.35,8.18,0.23,7.8
21.3,0.42,8.6,0.27,8.8
27.2,0.49,8.36,0.32,8
27.3,0.44,8.16,0.28,7.6
19.5,0.25,4.46,0.16,8.7
19.4,0.25,8.38,0.16,9.7
27.2,0.77,8.1,0.49,4.7
20.9,0.27,8.2,0.18,8.9
21.3,0.31,8.5,0.2,9.7
22.2,0.31,8.5,0.2,9.7
24.4,0.16,8.5,0.1,9.4
21.5,0.32,8.2,0.21,9
19.8,0.36,8.3,0.23,10
25.2,0.34,7.9,0.22,6.3
27.1,0.46,8.4,0.3,8
24.6,0.31,8.4,0.2,9.8
25.4,0.17,7.7,0.11,8.5
19.5,0.32,8.3,0.21,8.9
19.3,0.33,4,0.21,8.8
25.8,0.24,7.3,0.15,4.8
15.3,0.26,8.2,0.17,9.9
16.8,0.26,8.3,0.17,9.8
22.9,0.44,8.34,0.28,9.1
26.1,0.34,7.36,0.22,5.5
21.4,0.3,8.47,0.19,9.7
15.5,0.43,8.11,0.27,9.3
24.8,0.37,8.6,0.24,8.7
16,0.46,8.3,0.3,10.2
19.4,0.16,8.3,0.1,9.6
21.3,0.21,8.4,0.14,9.6
27.4,0.56,8.07,0.36,5.8
18.1,0.28,8.34,0.18,9.8
16.3,0.31,8.19,0.2,10
26.2,0.65,8.09,0.42,4.8
21.4,0.45,8.68,0.29,9.8
18.5,0.36,8.3,0.23,10
14.6,0.48,8.44,0.31,10.1
24.1,0.15,8.05,0.1,8.8
20.4,0.26,6.89,0.17,6
21,0.08,8.23,0.05,9.5
23.7,0.25,6.88,0.16,6.1
21.9,0.46,8.6,0.29,9.9
22.8,0.23,8.3,0.14,8.7
26.7,0.21,7.9,0.13,8.3
15.7,0.36,8.4,0.23,9.9
26.3,0.39,7.4,0.25,6.1
27,0.41,8.4,0.26,8
24.3,0.38,8.7,0.24,8.6
24.1,0.41,8.5,0.26,9.9
25.1,0.28,6.9,0.18,7.7
19,0.18,8.1,0.11,8.8
23.6,0.31,8.3,0.2,9.9
20.3,0.26,8.3,0.17,9.8
25.9,0.21,7.3,0.14,5.8
23,0.23,8.3,0.14,8.7
24,0.23,8.4,0.14,8.6
15.9,0.36,8.5,0.23,9.8
18.2,0.36,8.3,0.23,10
25.4,0.13,7.8,0.08,8.4
18.8,0.31,8.4,0.2,9.8
19.7,0.23,8.1,0.14,8.9
26.9,0.64,8.15,0.41,8.5
24.8,0.29,9.16,0.19,9
27.1,0.31,7.74,0.2,8.1
20.2,0.43,8.2,0.27,9.2
26.2,0.46,7.8,0.3,4.5
20.5,0.26,8.2,0.17,9.9
23.5,0.23,8.2,0.14,8.8
22.8,0.24,8.66,0.15,9.4
18.6,0.43,8.4,0.27,9
17.2,0.38,8.14,0.24,10.2
17.1,0.28,8.34,0.18,9.8
26.2,0.42,8.19,0.27,7.6
22.1,0.11,8.06,0.07,8.7
21.7,0.5,8.34,0.32,9.2
27.3,0.43,8.14,0.27,8
21.1,0.24,8.56,0.15,9.5
24.8,0.37,8.39,0.24,8.9
18.9,0.48,8.2,0.31,9.3
20.5,0.26,8.4,0.16,9.7
22.9,0.33,8.4,0.21,8.8
27.2,0.46,8.3,0.29,8
21.7,0.21,8.1,0.13,9.9
23.7,0.33,8.1,0.21,9.1
24.5,0.23,8.3,0.15,8.7
27,0.36,8.3,0.23,7.7
20.7,0.28,8.1,0.18,9
17.1,0.48,8.2,0.31,9.3
24.2,0.34,6.6,0.22,5.1
24.3,0.27,6.9,0.17,5.8
15.8,0.31,8.2,0.2,10
22.8,0.48,8.5,0.31,9
15.7,0.36,8.3,0.23,10
17.2,0.36,8.6,0.23,9.7
22.6,0.36,8.1,0.23,10.2
15.2,0.36,8.2,0.23,10.1
21.1,0.36,8.3,0.23,10
25.8,0.2,7.2,0.13,5.3
21.6,0.23,8.2,0.15,8.8
15.3,0.36,8.2,0.23,10.1
22.8,0.28,8.2,0.18,8.9
20.6,0.26,8.7,0.16,9.4
15.3,0.46,8.4,0.29,10.1
14.1,0.26,8.3,0.16,9.8
20.8,0.26,8.6,0.16,9.5
20.2,0.26,8.7,0.16,9.4
18.3,0.33,8.25,0.21,10
23.3,0.33,8.4,0.21,8.8
25.9,0.23,7.5,0.15,5.5
15.2,0.46,8.4,0.29,10.1
20.9,0.48,8.2,0.31,9.3
26.1,0.48,8.4,0.31,7.4
17.6,0.38,8.5,0.24,8.8
24.8,0.36,8.4,0.23,9.9
25.6,0.13,7.04,0.08,4.9
14.5,0.44,8.12,0.28,9.3
20.5,0.29,8.12,0.18,9
25.7,0.15,7.37,0.09,5.3
16.6,0.27,8.33,0.17,9.8
23,0.24,8.66,0.15,9.4
24.4,0.33,8.4,0.21,8.8
22.1,0.12,8.09,0.08,8.7
17.6,0.49,8.37,0.31,10.2
16.6,0.45,8.28,0.28,10.2
16.6,0.22,8.23,0.14,9.8
27.2,0.46,8.3,0.29,7.9
23.6,0.3,8.45,0.19,8.7
20.6,0.43,8.4,0.27,9
27.4,0.47,8.12,0.3,7.8
26.4,0.49,8.13,0.32,7.8
26.2,0.38,7.94,0.24,8.1
19.9,0.33,6.9,0.21,5
12.2,0.49,6.9,0.31,8.5
16.6,0.3,8.4,0.19,9.8
20.3,0.25,8.5,0.16,9.6
24.1,0.23,8.5,0.15,8.5
23.9,0.28,8.1,0.18,9
17.7,0.4,8.4,0.26,10
20.9,0.4,8.4,0.26,10
27.2,0.4,8.2,0.26,8
17,0.43,8.1,0.27,9.3
18.6,0.15,8.2,0.1,9.7
15.9,0.2,8.2,0.13,9.8
26.9,0.4,8.5,0.26,7.8
25.5,0.1,7.6,0.07,9.3
20.2,0.15,8.1,0.1,9.8
26.9,0.25,8.2,0.16,7.5
21.6,0.23,4.5,0.15,8.7
21,0.25,8.4,0.16,9.7
26.4,0.25,7.5,0.16,8.7
26.9,0.3,8.3,0.19,7.9
27.1,0.35,8.2,0.23,8
19.9,0.38,8.3,0.24,9
16.3,0.25,8.2,0.16,9.9
21,0.29,8.58,0.19,9.6
25.4,0.24,7.14,0.15,2.2
26.8,0.38,8.56,0.24,8
23.6,0.45,8.54,0.29,8.9
20.6,0.32,8.54,0.21,9.7
26.6,0.25,7.47,0.16,8.5
26,0.47,7.74,0.3,3.1
22.4,0.23,8.56,0.15,9.5
20.3,0.33,8.2,0.21,9
26.5,0.49,8.02,0.31,7.4
15.8,0.41,8.16,0.26,9.2
18.3,0.39,8.17,0.25,10.2
19,0.43,8.2,0.28,9.2
19.8,0.33,8.2,0.21,9
21.2,0.22,4.6,0.14,8.7
27.6,0.63,8.6,0.4,8.4
26.1,0.59,8.3,0.38,10.2
27.9,0.58,8.1,0.37,8.6
28.2,0.82,8.1,0.52,8.3
26,0.51,8.4,0.33,10.2
26.3,0.52,8.4,0.33,9.9
22.6,0.18,8.2,0.12,8.7
25,0.43,8.2,0.28,9.2
24,0.43,8.4,0.28,9
15.1,0.4,8.3,0.25,6.3
24.2,0.35,6.8,0.22,4.8
20.5,0.3,8.6,0.19,9.6
20.7,0.28,8.3,0.18,8.8
21.1,0.4,8.4,0.26,10
27.8,0.61,8.5,0.39,8.3
23.3,0.33,8.1,0.21,9.1
27.8,0.53,8.4,0.34,8.4
27,0.35,8.3,0.22,7.9
16,0.25,8.2,0.16,9.9
24.5,0.25,8.6,0.16,9.5
27.2,0.35,8.1,0.22,8
22.3,0.28,8.3,0.18,8.8
18,0.48,8.2,0.31,9.3
22.6,0.2,8.6,0.13,9.4
26.7,0.6,8.4,0.38,9.5
28.1,0.55,8.3,0.35,8.2
17.2,0.25,8.3,0.16,9.8
25.4,0.52,8.5,0.33,10.7
26.6,0.53,8.3,0.34,9.7
14.6,0.45,8.4,0.29,10.1
13.6,0.25,8.4,0.16,9.7
24.1,0.33,8.2,0.21,9
14.6,0.4,8.4,0.26,10
27.8,0.7,8.2,0.45,8.6
16.5,0.3,8.21,0.19,10
25.2,0.42,7.74,0.27,5.4
24.4,0.3,8.1,0.19,10.1
27.9,0.57,8.4,0.36,8.3
20.1,0.25,8.5,0.16,9.6
21,0.18,8.1,0.12,8.8
21.4,0.18,8.1,0.12,8.8
25.5,0.27,7.1,0.17,2.3
21.3,0.23,8.1,0.15,8.9
20.5,0.23,8.1,0.15,8.9
22.8,0.3,8.5,0.19,9.7
25.4,0.44,7.7,0.28,6.4
23.4,0.23,8.2,0.15,8.8
20.3,0.48,8.4,0.31,9.1
19.6,0.24,8.11,0.15,8.9
17.6,0.3,8.31,0.19,9.9
25.9,0.23,7.5,0.15,8.1
26.3,0.46,8.16,0.3,7.5
18,0.43,8.3,0.28,9.1
23.4,0.28,4.42,0.18,8.8
24,0.21,6.92,0.14,6.4
19.4,0.29,8.38,0.18,9.8
26,0.28,7.28,0.18,5.5
20,0.47,8.33,0.3,10.2
26,0.97,8.2,0.62,10.4
24.5,0.19,8.02,0.12,8.9
23.3,0.2,8.14,0.13,8.8
18.8,0.2,8.14,0.13,8.8
19.5,0.16,8.31,0.1,9.6
26.2,0.35,7.26,0.22,5.9
20,0.44,8.32,0.28,9.1
20.4,0.22,8.17,0.14,8.8
22.6,0.21,8.06,0.14,8.9
25.7,0.13,7.74,0.08,8.1
28,0.54,8.2,0.34,8.4
20.1,0.24,8.27,0.15,9.8
16.8,0.22,8.34,0.14,9.7
26.1,0.38,8.2,0.24,7.4
23,0.43,8.4,0.28,9
22.8,0.48,8.1,0.31,9.4
21,0.33,8.3,0.21,8.9
19.4,0.5,8.2,0.32,10.4
15.5,0.3,8.3,0.19,9.9
18.4,0.5,8.4,0.32,10.2
14.1,0.25,8.1,0.16,10
14.9,0.25,8.1,0.16,10
23.3,0.28,8.6,0.18,8.5
19.6,0.28,8.3,0.18,8.8
19.6,0.2,8.1,0.13,9.9
27.2,0.35,8.1,0.22,8
19.4,0.25,8.5,0.16,9.6
20,0.25,8.6,0.16,9.5
21.4,0.43,8.5,0.28,8.9
26.6,0.1,7.6,0.06,8.2
26.3,0.38,7.4,0.24,6.1
20.7,0.48,8.3,0.31,9.2
20.5,0.35,8.6,0.22,9.7
16.4,0.3,8.3,0.19,9.9
17.8,0.23,8.2,0.15,8.8
17.1,0.46,8.42,0.29,10.1
22.9,0.25,8.8,0.16,9.3
26.1,0.38,8.2,0.24,7.6
19.9,0.26,6.8,0.17,9.1
19.7,0.25,8.5,0.16,9.6
23,0.43,8.5,0.28,8.9
22,0.23,8.3,0.15,8.7
19.4,0.3,8.3,0.19,9.9
20.9,0.27,3.9,0.17,8.7
19.3,0.43,8.2,0.28,9.2
27.2,0.5,7.7,0.32,8.4
19.7,0.3,8.7,0.19,9.5
26.8,0.2,7.9,0.13,8.2
23.2,0.23,8.1,0.15,8.9
19.7,0.38,8.3,0.25,9
19.8,0.25,8.8,0.16,9.3
20.2,0.43,8.4,0.28,9
24.7,0.23,8.46,0.15,9.6
21.4,0.5,8.3,0.32,10.3
23,0.46,8.35,0.29,9.1
26.9,0.38,8.46,0.24,7.9
21.9,0.46,8.26,0.3,9.2
18.8,0.16,8.22,0.1,9.7
19.3,0.19,8.38,0.12,9.6
26.9,0.39,8.48,0.25,8
25,0.29,8.42,0.19,8.7
14,0.46,8.42,0.29,10.1
23.2,0.39,8.31,0.25,9
20.5,0.4,8.34,0.26,9
21.8,0.21,8.25,0.13,8.7
27.3,0.5,8.3,0.32,7.9
20.7,0.14,8.3,0.09,9.6
26,0.28,8.1,0.18,7.7
23.4,0.25,6.5,0.16,6.3
25.4,0.47,7.4,0.3,6
25.4,0.33,8,0.21,8.8
17.8,0.24,8.3,0.16,9.8
27,0.29,8.2,0.19,7.5
25.9,0.23,7.6,0.15,8.1
25.8,0.23,7.3,0.15,4.7
17,0.15,8.2,0.09,9.7
22.1,0.38,8.3,0.25,9
19.4,0.38,8.2,0.25,9.1
23.8,0.38,8.3,0.25,9
25.5,0.13,7.7,0.09,8.3
23,0.28,8.3,0.18,8.8
14,0.44,8.4,0.28,10.1
22.3,0.25,8.7,0.16,9.4
21.9,0.43,8.3,0.28,9.1
27.2,0.39,8.2,0.25,7.8
27.1,0.34,8,0.22,8.2
22,0.13,8.1,0.09,8.7
24.6,0.43,8.3,0.28,9.1
19.8,0.49,8.3,0.32,10.3
20.1,0.23,8.1,0.15,8.9
24.5,0.25,8.7,0.16,9.4
22.3,0.3,8.34,0.19,8.8
27.3,0.4,7.76,0.25,8.1
19.7,0.23,8.47,0.15,9.6
15,0.3,8.01,0.19,10.2
27.3,0.44,7.4,0.28,8.2
26.7,0.19,7.1,0.12,8.3
21.1,0.34,8.3,0.22,10
20.6,0.28,8.3,0.18,8.8
25,0.33,8.2,0.21,9
16.7,0.3,8.3,0.19,9.9
18.7,0.39,8.2,0.25,10.2
17.9,0.23,8.2,0.15,8.8
27.3,0.44,8.2,0.28,8
16.8,0.29,8.3,0.19,9.9
22,0.49,8.42,0.32,9.1
20.6,0.29,8.12,0.19,9
24.1,0.39,8.39,0.25,10
27.1,0.4,8.32,0.26,7.8
22.6,0.3,8.44,0.19,8.7
21.5,0.28,8.68,0.18,9.5
26.9,0.34,8.39,0.22,7.6
22.1,0.36,8.36,0.23,8.9
24.6,0.27,8.38,0.18,8.7
27.1,0.32,8.16,0.21,7.2
23.5,0.2,8.14,0.13,8.8
17.9,0.2,8.32,0.13,9.7
20.6,0.22,8.08,0.14,8.9
21,0.23,8.2,0.15,8.8
20.2,0.48,8.3,0.31,9.2
17.3,0.07,8.15,0.04,9.6
19.7,0.49,8.3,0.31,9.2
24.8,0.19,8.3,0.12,9.7
26,0.44,8.4,0.28,7.8
22.1,0.19,8.4,0.12,9.6
20.7,0.49,8.5,0.31,9
19.8,0.24,8.1,0.15,10
27.1,0.29,7.6,0.19,8.1
24.4,0.42,8.2,0.27,5.4
26.5,0.45,7.6,0.29,6.4
24.7,0.29,8.3,0.19,9.9
21.4,0.21,4.6,0.14,8.7
25.8,0.19,8,0.12,9.2
26.1,0.44,8.3,0.28,7.9
12.2,0.2,6.87,0.13,9
22.1,0.24,8.8,0.15,9.3
25.8,0.19,8,0.12,8.1
20.5,0.39,8.2,0.25,10.2
26.2,0.39,8.1,0.25,7.7
27.3,0.44,8.2,0.28,7.7
17.9,0.24,8.2,0.15,8.8
20.6,0.39,8.4,0.25,10
25,0.43,8.38,0.27,9
19.1,0.21,8.24,0.14,9.8
23.4,0.29,8.1,0.18,9
22.7,0.39,8.1,0.25,9.2
22.2,0.6,8.02,0.38,8.2
19.6,0.49,8.2,0.31,10.4
25.2,0.65,8.02,0.41,8
25.9,0.26,7.24,0.17,4.9
19.5,0.25,8.72,0.16,9.4
26,0.49,7.71,0.31,8.5
23.7,0.16,8.04,0.1,8.8
20,0.38,8.38,0.24,10
25.2,0.65,8.02,0.42,7.5
26.2,0.44,8.2,0.28,7.9
22.2,0.29,8.3,0.18,8.8
21.7,0.34,8.2,0.22,9
19.6,0.44,8.2,0.28,9.2
19.4,0.21,6.9,0.14,6.3
15.7,0.34,8.4,0.22,9.9
15.7,0.19,8.2,0.12,9.8
24.4,0.44,8.1,0.28,10.4
24.1,0.39,8.4,0.25,10
27.2,0.44,8.3,0.28,7.5
26.9,0.34,8.4,0.22,7.7
22,0.1,6.8,0.07,8.8
24.2,0.24,4.2,0.15,8.7
22.5,0.29,8.4,0.18,9.8
17.6,0.49,8.3,0.31,9.2
23.3,0.09,8.1,0.06,8.6
20.2,0.49,8.3,0.31,9.2
20.8,0.24,8.4,0.15,8.6
26.2,0.39,8,0.25,8.1
24.6,0.24,8.5,0.15,9.6
19,0.34,8.2,0.22,9
21.2,0.19,8.1,0.12,8.8
20.9,0.24,8.2,0.15,8.8
22.8,0.39,8.3,0.25,10.1
18.5,0.34,8.1,0.22,10.2
22.3,0.44,8.3,0.28,10.2
25.2,0.29,8,0.18,10
16,0.29,8.5,0.19,9.7
27,0.44,8,0.28,8.5
26.4,0.49,7.5,0.31,5.2
19.6,0.28,4.4,0.18,8.8
21.3,0.43,8.48,0.27,8.9
24.4,0.28,8.38,0.18,8.7
23.6,0.41,8.24,0.26,9.1
22.4,0.36,8.34,0.23,8.9
17.6,0.41,8.04,0.26,9.3
22.6,0.24,8.7,0.15,9.4
26.2,0.44,8.2,0.28,8
26.8,0.24,7.2,0.15,8.3
25.1,0.19,8,0.12,8.8
15.4,0.34,8.2,0.22,10.1
21.7,0.34,8.2,0.22,9
15,0.34,8.2,0.22,10.1
16.3,0.39,8.2,0.25,9.1
20.7,0.26,3.9,0.17,8.7
24.9,0.24,8.8,0.15,9.3
27.2,0.44,8.3,0.28,8
22.9,0.29,8.1,0.18,9
22,0.34,8.5,0.22,8.7
23.9,0.34,8.2,0.22,9
21.7,0.19,8.3,0.12,9.7
22,0.32,8.36,0.2,9.9
26.7,0.34,8.6,0.22,8
24.6,0.28,8.39,0.18,8.7
25.3,0.25,7.16,0.16,1.2
23.1,0.35,8.43,0.23,8.8
22.7,0.23,8.19,0.15,8.8
24.8,0.24,8.6,0.15,9.5
19,0.32,8.26,0.2,8.9
19.9,0.43,8.29,0.28,10.2
20.4,0.36,8.34,0.23,8.9
26.7,0.24,8.41,0.16,7.9
22.5,0.29,8.41,0.19,8.7
22,0.33,8.18,0.21,9
22.4,0.24,8.6,0.15,9.5
18.7,0.44,8.3,0.28,9.1
27.9,0.5,8.02,0.32,8.7
24.1,0.21,8.35,0.14,9.7
18.1,0.15,8.13,0.1,9.8
18.9,0.21,8.34,0.13,9.7
22.2,0.2,8.13,0.13,8.8
23.8,0.29,8.4,0.18,8.7
23.7,0.21,8.34,0.13,8.6
26.5,0.23,8.58,0.15,8
25.5,0.24,7.21,0.15,2.6
20.3,0.4,8.32,0.25,9
18.9,0.41,8.25,0.26,9.1
23.8,0.33,8.29,0.21,8.9
22.9,0.25,4.11,0.16,8.7
22,0.39,8.3,0.25,10.1
17.1,0.29,8.2,0.18,10
16.1,0.34,8.1,0.21,10.2
17.5,0.44,8.5,0.28,10
24.8,0.24,8.9,0.15,9.2
24.4,0.22,4.5,0.14,8.7
23,0.24,8.5,0.15,9.6
23,0.49,8.4,0.31,9.1
25.1,0.42,7.2,0.27,4.8
18,0.44,8.4,0.28,9
23.4,0.19,8.3,0.12,8.6
22.6,0.49,8.3,0.31,10.3
21.3,0.24,8.3,0.15,8.7
20.3,0.34,8.4,0.22,9.9
16.1,0.34,8.3,0.22,10
17.1,0.44,8.2,0.28,9.2
19.1,0.24,8.41,0.15,9.7
18.9,0.35,8.32,0.22,10
26.6,0.29,7.95,0.18,8.6
22.2,0.19,8.11,0.12,8.8
19.4,0.27,8.66,0.17,9.5
21.9,0.36,8.14,0.23,10.2
22.6,0.31,8.84,0.2,9.4
27,0.41,8.44,0.26,7.9
27,0.4,8.42,0.25,8
27.2,0.31,8.04,0.2,7.5
21.2,0.34,8.41,0.22,8.8
21.7,0.44,8.4,0.28,9
17.6,0.23,8.2,0.15,9.9
22.3,0.38,8.4,0.25,10
19.5,0.49,8.1,0.31,9.4
27.1,0.33,8.2,0.21,7.9
17.5,0.34,8.3,0.22,8.9
27.3,0.38,8.1,0.24,7.9
21.7,0.33,6.8,0.21,4.8
26.1,0.44,8.3,0.28,6.8
22.4,0.44,8.3,0.28,9.1
20.3,0.44,8.4,0.28,9
15.1,0.33,8.1,0.21,10.2
19.8,0.34,8.2,0.22,9
21,0.39,8.3,0.25,9
19.2,0.44,8.3,0.28,9.1
22.4,0.29,8.3,0.19,8.8
21,0.29,8.1,0.19,9
21.4,0.44,8.4,0.28,9
23.8,0.34,8.6,0.22,8.6
16.3,0.28,8.2,0.18,10
25.8,0.24,7.71,0.15,8.2
22.3,0.23,8.7,0.15,9.4
23.6,0.43,8.4,0.28,10.1
25.9,0.24,8.1,0.15,6.8
27.3,0.38,8.1,0.25,7.8
22.6,0.24,8.3,0.15,8.7
21.7,0.39,8.3,0.25,9
23.2,0.23,8.6,0.15,9.5
27,0.28,7.1,0.18,8.2
21.8,0.39,8.2,0.25,9.1
15.3,0.23,8.2,0.15,9.9
27.1,0.48,8.5,0.31,7.8
25.2,0.37,7.3,0.24,6.1
19,0.49,8.2,0.31,9.3
17.8,0.43,8.2,0.28,10.3
25.2,0.09,7.38,0.06,8.5
26.2,0.41,8.14,0.26,7.8
17.9,0.26,8.26,0.17,9.9
24.7,0.48,8.2,0.31,10.4
24.3,0.36,8.56,0.23,9.8
25.8,0.16,7.36,0.1,5.5
16.8,0.19,8.02,0.12,10
19.3,0.14,8.32,0.09,9.6
15.1,0.38,8.3,0.25,10.1
26.3,0.36,7.56,0.23,6.2
16.8,0.16,8.25,0.1,9.7
21.9,0.22,8.48,0.14,9.6
17.8,0.41,8.04,0.26,9.3
26.4,0.51,8.42,0.32,8.7
24,0.28,8.38,0.18,8.7
19.9,0.23,8.07,0.14,8.9
26.9,0.52,8.22,0.33,8.4
24.8,0.29,8.5,0.19,8.6
25.2,0.35,7.22,0.22,6.4
21.9,0.2,4.72,0.13,8.7
27.2,0.52,8.22,0.34,8.1
12.4,0.3,8.12,0.19,9
20.9,0.28,8.7,0.18,9.5
20.5,0.44,8.4,0.28,9
19.4,0.49,8.3,0.31,9.2
20.7,0.09,6.9,0.06,8.8
22.6,0.46,6.7,0.3,3.1
21.1,0.48,8.5,0.31,10.1
19.4,0.34,8.1,0.22,9.1
23.2,0.39,8.2,0.25,9.1
22.3,0.39,8.3,0.25,9
17.3,0.28,8.2,0.18,10
17.4,0.34,8.1,0.22,9.1
19.8,0.44,8.3,0.28,9.1
24.5,0.38,8.6,0.24,9.8
21.3,0.44,8.3,0.28,9.1
24.9,0.27,8.97,0.17,9.2
25.3,0.25,7.02,0.16,1.1
25.9,0.22,7.4,0.14,5.4
25.9,0.39,8.4,0.25,7.6
26.1,0.43,7.7,0.28,9.4
19.7,0.38,8.1,0.24,10.3
14.6,0.18,8.1,0.12,9.9
25,0.44,8.3,0.28,9.1
19.6,0.33,8.5,0.21,9.8
15.7,0.23,8.1,0.15,10
27.5,0.44,8.01,0.28,7.7
18.1,0.24,8.53,0.16,9.6
22,0.25,8.64,0.16,9.5
25.6,0.14,7.39,0.09,4.4
27.4,0.45,8.14,0.29,7.5
19.8,0.35,8.34,0.22,10
20.4,0.22,8.49,0.14,9.6
27.1,0.29,8.12,0.18,8
23.3,0.31,8.34,0.2,8.8
23.6,0.33,8.61,0.21,9.7
20.7,0.41,8.34,0.26,9
21.3,0.37,8.29,0.24,10.1
25.8,0.65,8.44,0.42,10.4
27.1,0.28,8.1,0.18,7.9
25.1,0.34,7.9,0.22,9.1
24,0.39,8.2,0.25,9.1
26.4,0.42,7.4,0.27,6
24.9,0.28,6.7,0.18,5.4
26.1,0.18,7.9,0.11,8.9
21.8,0.2,4.6,0.13,8.7
25.5,0.21,7.2,0.14,2.8
19.9,0.39,8.3,0.25,9
19.1,0.23,8.4,0.15,9.7
16.5,0.43,8.3,0.27,10.2
26.4,0.49,8.1,0.32,8
26.8,0.23,8.3,0.15,7.9
20.7,0.49,8.4,0.32,9.1
18.4,0.33,8.4,0.21,9.9
26.1,0.38,8.18,0.25,7.6
25.9,0.35,3.94,0.22,8
20.3,0.48,8.28,0.31,9.2
22.9,0.34,8.2,0.22,9
23.7,0.24,8.2,0.16,8.8
14.5,0.33,8.3,0.21,10
20,0.29,4,0.19,8.8
20.3,0.44,8.5,0.28,8.9
23.1,0.34,8.2,0.22,9
21.2,0.38,8.28,0.25,9
27.2,0.44,8.33,0.28,8
17.6,0.46,8.04,0.3,9.4
18.8,0.22,8.05,0.14,8.9
27.1,0.37,8.29,0.24,8
27.2,0.36,8.16,0.23,7.7
23.7,0.21,8.34,0.14,8.6
21,0.31,8.33,0.2,8.8
17.5,0.27,8.48,0.17,9.7
19.2,0.41,8.46,0.26,10
22.1,0.4,8.44,0.25,10
22.6,0.45,8.32,0.29,9.1
24.8,0.25,8.32,0.16,8.7
20.3,0.25,8.1,0.16,8.9
16.1,0.34,6.9,0.22,4.4
17.6,0.17,8.2,0.11,9.8
15.8,0.38,8.2,0.24,10.2
19.6,0.17,8.4,0.11,9.6
21.4,0.45,8.1,0.28,9.3
24.1,0.25,8.3,0.16,8.7
27.4,0.43,8.1,0.27,7.8
24.4,0.45,8.1,0.28,9.3
17.2,0.41,6.8,0.26,3.6
27.4,0.42,8.1,0.27,7.6
24.8,0.35,8.2,0.22,9
26.3,0.13,7.1,0.08,8.6
26.2,0.45,8.2,0.29,7.8
20.9,0.45,8.3,0.29,9.1
24.2,0.21,6.8,0.14,6.2
15.9,0.33,8.2,0.21,10.1
16.6,0.17,8.1,0.11,9.9
15.5,0.38,8.2,0.24,10.2
18.6,0.4,8.3,0.25,9
24.9,0.4,8.3,0.25,9
22.8,0.42,8.5,0.27,10
17,0.45,8.1,0.29,9.3
15,0.48,8.4,0.3,10.2
23.5,0.26,8.42,0.16,8.6
17.8,0.21,8.28,0.14,9.8
23,0.3,8.4,0.19,8.7
19.5,0.5,8.4,0.32,9.1
22.7,0.25,8.2,0.16,8.8
25.2,0.1,7.5,0.06,8.5
15.6,0.33,8.2,0.21,10.1
27.2,0.48,8.4,0.3,7.9
19.9,0.4,8.2,0.25,9.1
21,0.28,8.4,0.18,9.8
25.6,0.25,8.4,0.16,8
18.5,0.33,8.2,0.21,10.1
16.2,0.28,8.3,0.18,9.9
15.9,0.18,8.2,0.11,9.8
22.1,0.35,8.3,0.22,8.9
22.5,0.47,8.54,0.3,8.9
19.4,0.24,8.18,0.15,8.8
16.8,0.21,8.07,0.14,10
16.8,0.41,8.27,0.26,10.2
